genre,lyric
힙합,사랑을 했다 우리가 만나 지우지 못할 추억이 됐다 볼만한 멜로드라마 괜찮은 결말 그거면 됐다 널 사랑했다 우리가 만든 love scenario 이젠 조명이 꺼지고 마지막 페이지를 넘기면 조용히 막을 내리죠 에이 괜찮지만은 않아 이별을 마주한다는 건 오늘이었던 우리의 어제에 더는 내일이 없다는 건 아프긴 해도 더 끌었음 상처가 덧나니까 ye 널 사랑했고 사랑 받았으니 난 이걸로 됐어 나 살아가면서 가끔씩 떠오를 기억 그 안에 네가 있다면 그거면 충분해 사랑을 했다 우리가 만나 지우지 못할 추억이 됐다 볼만한 멜로드라마 괜찮은 결말 그거면 됐다 널 사랑했다 우리가 만든 love scenario 이젠 조명이 꺼지고 마지막 페이지를 넘기면 조용히 막을 내리죠 갈비뼈 사이사이가 찌릿찌릿한 느낌 나 사랑받고 있음을 알게 해주는 눈빛 너에게 참 많이도 배웠다 반쪽을 채웠다 과거로 두기엔 너무 소중한 사람이었다 나 살아가면서 가끔씩 떠오를 기억 그 안에 네가 있다면 그거면 충분해 사랑을 했다 우리가 만나 지우지 못할 추억이 됐다 볼만한 멜로드라마 괜찮은 결말 그거면 됐다 널 사랑했다 네가 벌써 그립지만 그리워하지 않으려 해 한 편의 영화 따스했던 봄으로 너를 기억할게 우리가 만든 love scenario 이젠 조명이 꺼지고 마지막 페이지를 넘기면 조용히 막을 내리죠 우린 아파도 해봤고 우습게 질투도 했어 미친 듯이 사랑했고 우리 이 정도면 됐어 사랑을 했다 우리가 만나 그거면 됐다 널 사랑했다 
힙합,천사 같은 hi 끝엔 악마 같은 bye 매번 미칠듯한 high 뒤엔 뱉어야 하는 price 이건 답이 없는 test 매번 속더라도 yes 딱한 감정의 노예 얼어 죽을 사랑해 here i come kick in the door 가장 독한 걸로 줘 뻔하디 뻔한 그 love 더 내놔봐 give me some more 알아서 매달려 벼랑 끝에 한마디면 또 like 헤벌레 해 그 따뜻한 떨림이 새빨간 설렘이 마치 heaven 같겠지만 you might not get in it look at me look at you 누가 더 아플까 you smart 누가 you are 두 눈에 피눈물 흐르게 된다면 so sorry 누가 you are 나 어떡해 나약한 날 견딜 수 없어 애써 두 눈을 가린 채 사랑의 숨통을 끊어야겠어 let s kill this love let s kill this love feelin like a sinner its so fire with him i go boo hoo he said you look crazy thank you baby i owe it all to you got me all messed up his love is my favorite but you plus me sadly can be dangerous lucky me lucky you 결국엔 거짓말 we lie so what so what 만약에 내가 널 지우게 된다면 so sorry i m not sorry 나 어떡해 나약한 날 견딜 수 없어 애써 눈물을 감춘 채 사랑의 숨통을 끊어야겠어 let s kill this love let s kill this love we all commit to love that makes you cry we re all making love that kills you inside we must kill this love yeah it s sad but true gotta kill this love before it kills you too kill this love yeah it s sad but true gotta kill this love gotta kill let s kill this love 
힙합,우연히 내게 오나봐 봄 향기가 보여 너도 같이 오나봐 저 멀리서 니 향기가 설레는 코끝에 나의 입술에 괜찮은 느낌 이 떨림 나도 몰래 우연히 봄 어 어느새 겨울 지나 봄이야 여전히 난 너 앞에선 돌이야 난 아직 이게 믿기지가 않지만 내 왼손은 지금까지도 너의 향기가 미묘하게 흘렀던 분위기에 아직까지 난 가까스로 숨 쉬네 무대 위완 다르게 니 눈을 피해 고개를 돌렸던 내 모습에 한숨 쉬네 오랜만에 느껴지는 이 떨림이 날 단순하게 만들어 딱 너만 아는 거리지 다 고쳤다고 생각했던 버벅임이 또 도져서 준비했던 말을 잊어버리지 난 주워 담지 못할 말은 절대 안 해 원하는 걸 말해봐 널 위해서만 할게 너 빼곤 다 색칠할 수 있어 까맣게 천천히 갈게 조금 더 가깝게 우연히 내게 오나봐 봄 향기가 보여 너도 같이 오나봐 저 멀리서 니 향기가 설레는 코끝에 나의 입술에 괜찮은 느낌 이 떨림 나도 몰래 우연히 봄 우연히 봄 어 아직까지 향기가 짙네 발걸음이 가벼워 집에 가는 길엔 더 가까워질 너와 나를 상상하는 내 모습이 오글거려 몸서리치네 어 어 머릿속이 하얘지기 때문에 하루 종일 날씨 얘기만 반복하게 돼 오로지 난 너 하나 때문에 다른 것들에겐 무감각하게 돼 정적이 만드는 긴장감은 오히려 설레어 나를 미소 짓게 만들어 모른 척 하려 했던 니 옆의 남자들은 흐릿했던 내 눈 앞에 불을 키게 만들어 겨울은 유난히도 추웠고 다시 돌아온 그토록 기다렸던 봄 움직이지 못하도록 잡고 있고 싶어 날 더 느낄 수 있게 안고 있고 싶어 우연히 내게 오나봐 봄 향기가 보여 너도 같이 오나봐 저 멀리서 니 향기가 설레는 코끝에 나의 입술에 괜찮은 느낌 이 떨림 나도 몰래 우연히 봄 i love u so i love u 너무 쉬운 걸 그래도 나 참고 있을게 난 여자이니까 하루 더 기다려 바보야 내게 말해봐 니 마음도 보여 갖고 싶다고 해봐 더 이상은 감추지 마 어느새 내 앞에 이젠 내 앞에 괜찮은 느낌 이 떨림 나도 몰래 우연히 봄 
힙합,약이라도 타놓은 걸까 yeah i said it s true 평범한 네 목소리에 i said it s true 냉수를 들이켜도 쓴 커피를 마셔봐도 너무 달아 이거 왜이래 i said it s killin me softly 일부터 열까지 네 과거들까지 빠삭하게 다 아는 내가 대체 뭔 바람에 이러는지 애써 뺑 돌려 말도 못하고 속이 터져 더위를 먹었다 하기엔 오래 됐는데 이거 원 whut 또 네 주위만 맴도네 i can give you the world 너만 내게로 온다면 i can give you the world 넌 말만해 뭐든 간에 다 해줄 텐데 yeah 유난히 길던 봄부터 코 앞에 닥친 여름까지 thinking bout you baby yeah 7월의 햇볕보다 뜨거운 밤 모든 주말이 그렇듯 또 식겠지만 오늘은 다를 걸 미뤄왔던 내 그 간의 감정들을 말 할거야 너에게 i hope we ll be ok 전부터 기다린 umf 티켓도 전부 다 밀어둔 채 널 만나러 가는 길 baby 가벼운 향수도 뿌리고 고이 모셔 놓은 조던도 꺼냈는데 그 때 걸려온 너의 call 나 오늘 못 나갈 것 같애 i can give you the world 너만 내게로 온다면 i can give you the world 넌 말만해 뭐든 간에 다 해줄 텐데 yeah 유난히 길던 봄부터 코 앞에 닥친 여름까지 thinking bout you baby ooh 오가는 사람들 속 나 혼자 떠나가는 밤을 위로해 but 오늘이 아니면 안될 것 같아 너의 전화번호를 누르고 더 망설이다가 다른 여자 곁에 널 보게 될 지 몰라 ah ah ah 눈치 좀 보다가 내 이야기 아닌 척 하며 슬쩍 떠볼까 ah ah ah 난 몰라 몰라 하면서 두 번의 계절이 너와 나의 곁을 지나갔구나 지금 이 순간도 난 네가 보고싶구 막 확실하게 해야겠어 이제 그만 사실 5월이면 좀 급해 보일까 해서 다음 6월이면 바쁠 게 불 보듯 뻔해서 그러다 여기까지 왔어 친구인 티는 다 벗었어 you already know 흠 그러니까 내 말은 you re fine i m fine and july oh 이유는 충분하잖아 baby you re fine i m fine and july oh you know 난 남자일 때가 더 괜찮아 
힙합,i m trying to give u something more so come with me and fly away away away away away 그래서 난 눈누난나 눈누누난나 put em up in the air 누나 누나 like this oh 나나나 누나 누나 에에에에이 나를 지금 원해 gimme more gimme more gimme more gimme more baby baby yeah i want it 이리로 이리로 이리로 이리 온 유난 떨지 마 그만 원한다면 솔직해져 봐 too much 우 baby 와서 가져가 i could give u everything anything baby can u handle it 뭐라 하던 still don t give a what 맘대로 계속 떠들어 they talk about me 뭐라노 뭐라카노 f u 그래서 난 눈누난나 눈누누난나 put em up in the air 누나 누나 like this oh 나나나 누나 누나 에에에에이 i m still jessi from the block u know i got the keys to the lock 안 봐 남의 눈치 i just do me 날 보기 위해 들어 뒤꿈치 wake up bless looking fresh 어딜 가든 flex got the s on my chest 싸이 오빠 말했지 꼴리는 대로 해 no red lights 올림픽대로 aye 뭐라 하던 still don t give a what 맘대로 계속 떠들어 they talk about me 뭐라노 뭐라카노 f u 그래서 난 눈누난나 눈누누난나 put em up in the air 누나 누나 like this oh 나나나 누나 누나 에에에에이 i m trying to give u something more so come with me and fly away away away away away 그래서 난 눈누난나 눈누누난나 put em up in the air 누나 누나 like this oh 나나나 누나 누나 에에에에이 
힙합,이제는 알아 말 안 해도 왜 이리도 쉬운 걸 몰랐을까 이 옷들을 고를 시간에 30분 더 널 안아줄걸 난 몰랐어 너의 맘의 크기도 옷 사이즈는 알았어도 널 웃음 짓게 하는 법도 까먹고 또 헛짚었어 차라리 내게 화냈다면 쌓이는 것 없이 말했다면 이렇게 네가 차갑지는 않았을걸 끝이 나고서야 깨닫는 걸 널 너무 모르고 네 맘도 모르고 네가 나에게서 멀어지고 있는 줄도 난 정말 모르고 네 선물 고르고 네가 원했던 건 이런 게 아니었던걸 i wanna be a good girl 받기만 하는 거 말고 주는 걸 하고 싶었고 이제 난 돈도 벌었는데 나를 보는 너의 심장은 굼떠 변명처럼 들리겠지만 부재중일 때도 나는 변하고 있던 거야 너를 위해 능력 있고 인정받는 girl friend 효도만큼 절실한 꿈이었는데 떠나면 어떡해 난 너한테 준게 하나 없는데 너만 주고 감 어떡해 너한테 남은 내 흔적은 없을 텐데 너는 뭐를 보며 나를 기억해 나를 추억해 돌아봤음 해 너를 부를 때 네가 내게 준 맘을 전부 갚을 수 있게 행복을 줄 수 있게 널 너무 모르고 네 맘도 모르고 네가 나에게서 멀어지고 있는 줄도 난 정말 모르고 네 선물 고르고 네가 원했던 건 이런 게 아니었던걸 i can t live without your love love i can t live without your love 널 너무 모르고 네 맘도 모르고 네가 나에게서 멀어지고 있는 줄도 난 정말 모르고 네 선물 고르고 네가 원했던 건 이런 게 아니었던걸 
힙합,how r u im bad 난 못 들어 잠에 창문으로 담배 연기를 내뱉어 밤에 참 우울해 당시엔 어젯밤의 nightmare 또 울며 깰까 해서 오늘 잠은 글렀네 하루 종일 텅 빈 거리에서 누군지도 모르는 그 발을 쫓네 가로등 밑 그림자가 나의 손을 잡을 때쯤 말을 건네 빨간 피가 손에 무슨 일이 있었녜 잘 모르겠어 왜 라 하며 눈물 훔쳐데 날 위로하는 척 지도 눈물 훔쳐 그딴 건 필요 없어 그런 말은 진절머리 나도 모르는 내 아픈 얘길 해 악마 놈이 재밌어 씨발 이게 더 아파 니 아는 척이 덕분에 내 꿈의 반은 아픈 기억을 떠올려 더 춥기 전에 빨리 나가길 바래 악몽을 제발 없애줘 그놈들과 내 아픈 기억 내일 이 악몽을 깰 때쯤에도 난 눈물 흘려 how r u im bad 난 여전히 잠에 못 들겠어 입김 시린 연길 뱉어 방에 참 우울해 봤지 오늘 밤도 nightmare 또 울며 깼지 내일 밤도 잠은 글렀네 
힙합,because you are on my mind all of my days and every single night single night there aint no way to get you off my mind off my mind without you i just cant breathe you ll never get away from me you ll never get away from me you ll never get away from me you ll never get away from me stuck to me like glue 말한 대로 if life s a movie 너가 히로인 난 주위를 맴도는 drug addict now shootin now cut 실생활로 돌아와서 we can make it store shut woh hunnid round shots 내 지갑에 더 i don t want head cuz u in my head hey 네 생각 해 하루 종일 single night day after day don t you get away from me i got this block like lego 우리가 함께한다면 이 영화는 터질거야 fuego 내 이름 출처는 hustle flow yeah this my favourite movie that chosen 같이 보자 with some beer and corn 시간 있으면 내게 두 시간만 써줘 밤새도록 짜놓은 계획을 너에게 보여주고 싶어 영화가 여기 있어 because you are on my mind all of my days and every single night single night there aint no way to get you off my mind off my mind without you i just cant breathe you ll never get away from me you ll never get away from me you ll never get away from me you ll never get away from me you re on my mind stuck inside my head like a brain i d be breaking breads spread it nasty that s a goal in my head and when i m up you re the first to pop up in my head i don t usually chase a skinny girl like you but what the hell baby netflix and chill is outdated 보러 갈까 선셋 maybe we can rock out some designer clothes and let it rain 잘 알아 넌 이런 경험 처음 내적 갈등 말고 dance i ve been plotting for this moment i ve been waiting for my chance cus you are on my mind i don t wanna waste your time now i m under the limelight i wrote about you last night imma make my move on sight when things go wrong make right rilla grip it s too tight 낮져밤이 every night because you are on my mind all of my days and every single night single night there aint no way to get you off my mind off my mind without you i just cant breathe you ll never get away from me you ll never get away from me you ll never get away from me you ll never get away from me 
힙합,일 끝나서 친구들과 한잔 내일은 노는 토요일이니깐 일 얘기 사는 얘기 재미난 얘기 시간가는 줄 모르는 이 밤 술기운이 올라오니 사내놈들끼린 결국엔 여자 얘기 적적해서 서로의 전화기를 꺼내 번호목록을 뒤져보지 너는 지금 뭐해 자니 밖이야 뜬금없는 문자를 돌려보지 난 어떻게 해볼까란 뜻은 아니야 그냥 심심해서 그래 아니 외로워서 그래 술자리가 끝나가 3차로 이동하기 전인데 문자는 일분 칠분 십분 and 이십분 담배와 애만 태우는 지금 답장 왔어 오빠 나 남친 생겼어 늦었어 좀 일찍 연락하지 그랬어 담에 봐 그냥 담에 낮에 봐 후회할거 알면서 전 여자친구에게 너는 지금 뭐해 자니 밖이야 뜬금없는 문자를 보내보지 난 어떻게 해볼까란 뜻은 아니야 그냥 심심해서 그래 아니 외로워서 그래 아 진짜 술만 들어가면 왜 이렇게 들뜨는지 나도 잘 몰라 난 왜 그녀들을 부르는지 갑자기 허전해 작업을 걸어대지 여기저기 오늘 밤 나 자존심 다 버렸네 전 여친한테 더럽게 달라붙어 봤지만 그녀는 버럭해 너 진짜 철없게 언제까지 이럴래 미안해 갑자기 외로운걸 어떡해 껄떡대 껄떡대 나 여기저기 다 맘껏 들쑤시고 다녀 온 거릴 거릴 다 또 잠들었어 프라이머리가 텐션 떨어진다 동훈아 넌 저리가 이제 해가 나올 시간이 되가니까 눈이 녹듯이 사그라드는 기대감 너무 지치고 피곤해 자고 싶어 이제 나 첫차를 타고 졸며 집에가 창밖에 앉아 밖을 바라보네 나는 꾸벅꾸벅 조는데 사람들은 하루를 시작해 눈부셔 아침해를 보는게 정신은 맑아지지 않는 기분 아직도 바쁜 내 손가락 아직 손은 바쁘게 움직이지 해장국이나 먹고 갈래 오빠랑 너는 지금 뭐해 자니 밖이야 뜬금없는 문자를 보내보지 난 어떻게 해볼까란 뜻은 아니야 그냥 심심해서 그래 아니 외로워서 그래 가지마 제발 심심해서 그래 
힙합,it is hard to say good bye baby don t tell me a lie 차라리 말없이 떠나 버리던지 폰을 확인해 난 다시 전화를 걸어 오늘 밤 혹시나 너가 나를 기다릴지 baby im so alone without you girl 고요한 이 밤 baby i just want to take you home i can t get you outta my head 너가 원한다면 i can change 전화 걸어 i m fallin to you i m fallin to you 너가 원한다면 i can wait answer me i m fallin to you cuz i m fallin to you woah woah woah woah woah woah woah woah 난 너의 번호를 누르지도 못해 친구들은 날 대신해 너를 욕해 아주 아주 작은 기대에 기대긴 난 늘 그랬듯이 어리고 모자라지 keep calling 의미 없이 lost in 지금은 먼 얘기 너한텐 너와 내 시간은 끝 and i say 너만이 흐려 보여 멀리 편안해져 조금씩 집에 오는 그 길 난 홀로 걸어가 ya ring ring 전화벨이 울려 왜 이제서야 넌 나를 또 흔들어 oh oh oh oh oh oh oh oh oh 괜찮아 늘 그랬듯 지금 갈게 baby don t worry bout it none 너가 원한다면 i can change 전화 걸어 i m fallin to you i m fallin to you 너가 원한다면 i can wait answer me i m fallin to you cuz i m fallin to you woah woah woah woah woah woah woah woah 
힙합,천진난만 청순가련 새침한 척 이젠 지쳐 나 귀찮아 매일 뭐 해 어디야 밥은 잘 자 baby 자기 여보 보고 싶어 다 부질없어 you got me like 이건 아무 감동 없는 love story 어떤 설렘도 어떤 의미도 네겐 미안하지만 i m not sorry 오늘부터 난 난 난 빛이 나는 솔로 빛이 나는 솔로 i m going solo lo lo lo lo lo i m going solo lo lo lo lo lo used to be your girl now i m used to being the goat you re sittin on your feelings i m sittin on my throne i ain t got no time for the troubles in your eyes this time i m only lookin at me myself and i i m goin solo i ma do it on my own now now that you re alone got you lookin for a clone now so low that s how i m gettin down destined for this and the crown sing it loud like 이건 아무 감동 없는 love story 어떤 설렘도 어떤 의미도 네겐 미안하지만 i m not sorry 오늘부터 난 난 난 빛이 나는 솔로 빛이 나는 솔로 i m going solo lo lo lo lo lo i m going solo lo lo lo lo lo 만남 설렘 감동 뒤엔 이별 눈물 후회 그리움 홀로인 게 좋아 난 나다워야 하니까 자유로운 바람처럼 구름 위에 별들처럼 멀리 가고 싶어 밝게 빛나고 싶어 빛이 나는 솔로 i m going solo lo lo lo lo lo i m going solo lo lo lo lo lo 
트로트,전복 먹으러 갈래 서해안 고속도로 타고 완도 앞 바다로 나랑 같이 가볼래 슬쩍 기대도 돼 내 팔을 어깨 위에 두르고 저 구름 따라 지금 떠나볼래 어느새 바닷바람 시원하게 불어 오잖아 좋아 걱정은 마 오늘은 내가 책임진다 진짜야 너에게 좋은 것만 주고픈 마음 알까 전복 먹으러 갈래 할 일은 내일로 다 미루고 이 기분 따라 훌쩍 떠나볼래 가자 조개구이 먹으러 갈래 가까운 오이도도 좋아 까먹기 번거로우면 뭐 찜도 괜찮아 아님 뭐든 어때 랍스타 장어 새우 대게 둘이서 간다면 난 어디든 좋아 어느새 바닷바람 시원하게 불어 오잖아 좋아 걱정은 마 오늘은 내가 책임진다 진짜야 너에게 좋은 것만 주고픈 마음 알까 진짜로 좋은 것만 주고픈 마음 알까 소주도 한잔 할래 안주가 끝내주잖아 이거 마시면 우리 사귀는 거다 
트로트,너를 보내는 들판에 마른 바람이 슬프고 내가 돌아선 하늘엔 살빛 낮달이 슬퍼라 오래도록 잊었던 눈물이 솟고 등이 휠 것 같은 삶의 무게여 가거라 사람아 세월을 따라 모두가 걸어가는 쓸쓸한 그 길로 사람아 사람아 내 하나의 사람아 사람아 사람아 내 하나의 사람아 이 늦은 참회를 너는 아는 지 모두가 걸어가는 쓸쓸한 그 길로 쓸쓸한 그 길로 
트로트,살면서 듣게될까 언젠가는 바람에 노래를 세월가면 그때는 알게될까 꽃이지는 이유를 나를 떠난 사람들과 만나게될 또 다른 사람들 스쳐가는 인연과 그리움은 어느곳으로 가는가 나의 작은 지혜로는 알수가 없네 내가 아는건 살아가는 방법뿐이야 보다 많은 실패와 고뇌의 시간이 비켜갈 수 없다는 걸 우린 깨달았네 이제 그 해답이 사랑이라면 나는 이 세상 모든 것들을 사랑하겠네 나를 떠난 사람들과 만나게될 또다른 사람들 스쳐가는 인연과 그리움은 어느 곳으로 가는가 나의 작은 지혜로는 알수가 없네 내가 아는건 살아가는 방법뿐이야 보다 많은 실패와 고뇌의 시간이 비켜갈 수 없다는 걸 우린 깨달았네 이제 그 해답이 사랑이라면 나는 이 세상 모든 것들을 사랑하겠네 보다 많은 실패와 고뇌의 시간이 비켜갈 수 없다는 걸 우린 깨달았네 이제 그 해답이 사랑이라면 나는 이 세상 모든 것들을 사랑하겠네 나는 이 세상 모든 것들을 사랑하겠네 이 세상 모든것들을 사랑하겠네 
트로트,엄마아리랑 아리랑 아리아리랑 아라리요 아들딸아 잘되거라 밤낮으로 기도한다 엄마 아리랑 사랑하는 내 아가야 보고싶다 우리 아가 천년만년 지지 않는 꽃이 피는구나 아 리 랑 아 리 랑 사랑 음 사랑 음 엄마 아리랑 아리아리랑 아라리요 쓰리쓰리랑 아라리요 우리 엄마 사랑은 아리랑 엄마 아리랑 엄마아리랑 아리랑 아리아리랑 아라리요 우리 엄마 무병장수 정성으로 기원하오 엄마 아리랑 사랑하는 내 어머니 보고싶소 울 어머니 서산마루 해가 지고 달이 뜨는구나 아 리 랑 아 리 랑 사랑 음 사랑 음 엄마아리랑 아리아리랑 아라리요 쓰리쓰리랑 아라리요 우리 엄마 사랑은 아리랑 엄마 아리랑 아 리 랑 아 리 랑 사랑 음 사랑 음 엄마 엄마 우리 어머니 아 리 랑 에야디야 에헤라디야디야 에야디야 에헤라디야디야 에야디야 에헤라디야디야 엄마 아리랑 
발라드,우리 함께 듣던 그 노랠 듣고 싶을까 듣고 나서 잠시 날 생각은 할까 아주 혹시라도 넌 내가 보고 싶을까 난 왜 니 목소리가 듣고 싶을까 뻔하디 뻔한 노랫말 여서 미안해 미안해도 부디 넌 꼭 들어줬음 해 후회도 미련도 없는 척 떠났지만 이게 내 진심인 걸 꼭 알아줬음 해 우리 함께 듣던 그 노랠 듣고 싶을까 듣고 나서 잠시 날 생각은 할까 아주 혹시라도 넌 내가 보고 싶을까 못난 내 목소리가 듣고 싶을까 말없이 다 전해지는 건 없지 난 말해 지금 몇 년째 나의 favorite one you the only one yeah yes i know 무엇도 달라질 건 없지만 이게 내 진심인 걸 꼭 알아줬음 해 우리 함께 듣던 그 노랠 듣고 싶을까 듣고 나서 잠시 날 생각은 할까 아주 혹시라도 넌 내가 보고 싶을까 난 왜 니 목소리가 듣고 싶을까 are you okay not today 천천히 대답해도 돼 i just stay 넌 내 목소리가 듣고 싶을까 누굴 만나 봐도 다시는 못할 것 같아 그립고 또 그립다 우리 그 사랑 woo i m missing u never forget u never forget u oh no baby 
발라드,trust the warmth inside can you feel my love alive 어제처럼 오늘도 아무 일 없는 듯이 그리고 please don t tell me why 이렇게 돌아서지만 나를 떠나가는 이유를 난 묻진 않을게요 내게 이런 말 하기가 쉽진 않았을 거야 생각해 봤어 얼마나 어려웠을지 다만 슬픈 내 눈물에 돌아설 수 없어 멈출 사랑으로 안을까 봐 난 너무나 두려울 뿐이죠 so baby trust the warmth inside can you feel my love alive 어제처럼 오늘도 아무 일 없는 듯이 그리고 please don t tell me why 이렇게 돌아서지만 나를 떠나가는 이유를 난 묻진 않을게요 네겐 너무나 부족한 나를 알고 있기에 다짐해 왔어 언젠가 이별이 오면 그땐 떠난 내 마음이 미안하지 않게 좋은 추억으로 간직하게 널 웃으며 보내준다고 faith is all we need it was love that set us free 처음처럼 이별은 아무런 얘기 없이 하지만 love forever lives 다시는 볼 수 없어도 나의 가슴속엔 언제나 그대 영원하겠죠 언젠가 내 모습 또다시 처음처럼 그립다면 그냥 돌아오면 돼 don t you know i love you faith is all we need it was love that set us free 처음처럼 이별은 아무런 얘기 없이 하지만 love forever lives 다시는 볼 수 없어도 나의 가슴속엔 언제나 그대 영원하겠죠 
발라드,don t walk away i m falling down don t walk away i m falling down 깊어져만 가는 밤하늘 별빛은 여전히 그 자리 그대를 기다리죠 한참을 말하지 않아도 그대 두 눈 들여다보면 나는 알아요 그대를 느끼죠 햇살 안은 밤하늘 수평선 멀리 그대의 별 되어 늘 그대를 지킬게요 내 생에 가장 아름다운 시간들 나 그댈 위해 간직해온 짙은 숨결 그대에게 닿기를 바래요 don t walk away i m falling down don t walk away i m falling down 점점 멀어지는 한동안 그대 외로이 힘없이 지나간 나날들 나는 아파요 그대를 느끼죠 햇살 안은 밤하늘 수평선 멀리 그대의 별 되어 늘 그대를 지킬게요 내 생에 가장 아름다운 시간들 나 그댈 위해 간직해온 짙은 숨결 전해지길 바래요 오직 나 그대가 내 맘 흐르는 하늘을 바라봐줘요 한걸음 다가와 멀어지진 말아줘요 하루하루 같은 이곳에 남겨져 나 그대에게 머물게요 내 생에 가장 아름다운 그대와 영원히 
발라드,하고 싶은 말을 하나씩 써 내려가다가 문득 보고 싶은 맘이 창밖에 막 차오를 때 너의 밤이 궁금해 조금씩 무작정 너에게 맘이 타는 줄도 몰라 뜨겁게 나 가고 있어 햇살이 좋은 그런 어떤 날 별빛이 내린 오늘 같은 밤 oh 난 사실은 말이야 너와 같은 하늘 아래서 손을 잡는다거나 같이 걷는다거나 oh 난 사실은 말이야 너와 같은 곳을 보면서 발 맞추고 싶나 봐 너를 정말 많이 사랑하나 봐 너의 하늘 어딘가에 내 맘을 따다가 바람 따라 새겨놓고 달빛처럼 빛나게 해 너와 마주 앉아 밤하늘을 보며 꿈을 꾸고 있나 봐 이런 게 사랑인가 봐 oh 난 사실은 말이야 너와 같은 하늘 아래서 손을 잡는다거나 같이 걷는다거나 oh 난 사실은 말이야 너와 같은 곳을 보면서 발 맞추고 싶나 봐 너를 정말 많이 사랑해 oh 난 사실은 말이야 너를 보고 싶었었나 봐 너와 손을 잡고서 같이 길을 걸으며 oh 난 사실은 말이야 너와 같은 곳을 보면서 발 맞추고 싶나 봐 너를 많이 사랑하게 됐나 봐 
발라드,눈빛만으로 알 수가 있지 어떤 세상을 살아왔는지 처음 내민 너의 따뜻한 손길에 내 마음이 전부 녹아내 우린 서로 앞을 주저하고 현실 속에 무너져 가던 이런 나를 잊어가게 해 i m telling the truth 너에게 가는 중 이젠 나를 봐줘 내가 다가갈게 천천히 아주 천천히 손짓만으로 알 수가 있지 너가 얼마나 착한 애인지 우리가 지나왔던 시간들이 이제야 날 버티게 해 우린 서로 앞을 주저하고 현실 속에 무너져 가던 이런 나를 잊어가게 해 i m telling the truth 너에게 가는 중 이젠 나를 봐줘 내가 다가갈게 천천히 아주 천천히 
발라드,하루가 가는 소릴 들어 너 없는 세상 속에 달이 저물고 해가 뜨는 서러움 한날도 한시도 못 살 것 같더니 그저 이렇게 그리워하며 살아 어디서부터 잊어갈까 오늘도 기억 속에 니가 찾아와 하루 종일 떠들어 니 말투 니 표정 너무 분명해서 마치 지금도 내 곁에 니가 사는 것만 같아 사랑인걸 사랑인걸 지워봐도 사랑인걸 아무리 비워내도 내 안에는 너만 살아 너 하나만 너 하나만 기억하고 원하는 걸 보고픈 너의 사진을 꺼내어 보다 잠들어 어디서부터 잊어갈까 오늘도 기억 속에 니가 찾아와 하루 종일 떠들어 니 말투 니 표정 너무 분명해서 마치 지금도 내 곁에 니가 사는 것만 같아 사랑인걸 사랑인걸 지워봐도 사랑인걸 아무리 비워내도 내 안에는 너만 살아 너 하나만 너 하나만 기억하고 원하는 걸 보고픈 너의 사진을 꺼내어 보다 잠들어 잠결에 흐르던 눈물이 곧 말라가듯 조금씩 흐려지겠지 손 내밀면 닿을 듯 아직은 눈에 선한 니 얼굴 사랑해 사랑해 잊으면 안 돼 너만 보고 너만 알고 너만 위해 살았던 난 마음 둘 곳을 몰라 하루가 일 년 같아 아무것도 아무 일도 아무 말도 못하는 난 그래도 사랑을 믿어 그래도 사랑을 믿어 오늘도 사랑을 믿어 
발라드,숨을 쉬는 너무나도 당연한 것들 마저도 힘이 들고 잠이 드는 하루에 끝이 오는 그 순간마저 멀게만 느껴지는 그런 날들이 요즘 내겐 하루가 멀다 하고 매일을 날 아프게 해 난 너를 보내고 내 전부인 널 떠나보내고 다 져버린 꽃처럼 부서져 흩어진 유리처럼 i don t have tomorrow 한없이 약해빠진 나라서 지금 내 모습은 어쩔 수가 없는 너무나도 약해빠진 나라서 외로워지는 그런날엔 잠시 네게 기대 한없이 울고싶은데 다시 돌아올거라고 금방 지나갈거라고 아무 말하지마 다 알고있어 난 하루 빨리 잊어볼게 그런 날들이 요즘 내겐 하루가 멀다 하고 매일을 날 아프게 해 난 너를 보내고 내 전부인 널 떠나보내고 다 져버린 꽃처럼 부서져 흩어진 유리처럼 i don t have tomorrow 한없이 약해빠진 나라서 지금 내 모습은 어쩔 수가 없는 너무나도 약해빠진 나라서 한없이 약해 내겐 너없는 날이 저물어가면 다시 그리워지면 그 어두운 밤이 달빛에 기대 내게 닿으면 이 맘이 전해 진다면 난 너를 보내고 내 전부인 널 떠나보내고 너를보내고 다 져버린 꽃처럼 부서져 흩어진 유리처럼 i don t have tomorrow 한없이 약해빠진 나라서 지금 내 모습은 어쩔 수가 없는 너무나도 약해빠진 나라서 
